Orgao Responsável,Título,Link,Tipo,Data de Publicação,Resultado
GDHS/Capacitação em Saúde,"Edital de Processo Seletivo para estágio não obrigatório, 004/2016 Credesh-Ciências Biológicas, para alunos do curso de Grad. em Ciências Biológicas da UFU, para atuação no Setor Credesh do Hospital de Clínicas de Uberlândia/UFU",http://www.editais.ufu.br/node/3257,Estágio UFU,04/03/2016,Não Publ.
GDHS/Capacitação em Saúde,"Edital de Processo Seletivo para estágio não obrigatório 005/2016 UCO-Enfermagem, para alunos do curso de Grad. em Enfermagem da UFU, para atuação no Setor Unidade Coronariana do Hospital de Clínicas de Uberlândia/UFU",http://www.editais.ufu.br/node/3258,Estágio UFU,04/03/2016,Não Publ.
GDHS/Capacitação em Saúde,"Edital de Processo Seletivo para estágio não obrigatório - 006/2016 GIH/ARQUIVO MÉDICO, para alunos do curso de Grad. em Administração ou Gestão da Informação da UFU, para atuação na Gestão de Informação Hospitalar/Arquivo Médico do Hospital de Clínicas",http://www.editais.ufu.br/node/3259,Estágio UFU,04/03/2016,Não Publ.
GDHS/Capacitação em Saúde,"Edital 007/2016 CMA/GDHS, para alunos do curso de Grad em Administ ou Gestão da Informação da UFU, para atuação na Central de Monitoramento e Acesso/GDHS do Hospital de Clínicas de Uberlândia/UFU",http://www.editais.ufu.br/node/3260,Estágio UFU,04/03/2016,Não Publ.
CEAD/FAMAT,"Edital de Processo Seletivo para estágio - Edital 010/2016 CEAD/FAMAT, para estudantes dos cursos de Matemática e Estatística",http://www.editais.ufu.br/node/3249,Estágio UFU,03/03/2016,Não Publ.
PROGRAD,Edital UFU/ PROGRAD/ 007/ 2016 - Processo Seletivo Para Estagiário(A),http://www.editais.ufu.br/node/3248,Estágio UFU,02/03/2016,Não Publ.
ESTES,"Edital de Processo Seletivo para estágio - Edital 009/2016 ESTES, para estudantes de vários cursos",http://www.editais.ufu.br/node/3241,Estágio UFU,01/03/2016,Não Publ.
Editora da Universidade Federal de Uberlândia – Edufu,Processo Seletivo Para Estágio Em Revisão De Textos,http://www.editais.ufu.br/node/3237,Estágio UFU,26/02/2016,Não Publ.
COPSIA,"Edital de Processo Seletivo para estágio - Edital 006/2016 COPSIA, para estudantes do curso de Direito",http://www.editais.ufu.br/node/3202,Estágio UFU,27/01/2016,Não Publ.
DIRPS,"Edital de Processo Seletivo para estágio - Edital 0003/2016 PROGE, para estudantes do curso de Direito",http://www.editais.ufu.br/node/3196,Estágio UFU,24/01/2016,Não Publ.
PROGRAD,"Edital de Processo Seletivo para estágio - Edital 004/2016 PROGRAD/Pontal, para estudantes de vários cursos",http://www.editais.ufu.br/node/3197,Estágio UFU,24/01/2016,Não Publ.
ESEBA,Edital 001/2016/ESEBA/UFU - Processo seletivo para estagiário(a),http://www.editais.ufu.br/node/3180,Estágio UFU,05/01/2016,Não Publ.
ESEBA,Edital 002/2016/ESEBA/UFU - Processo seletivo para estagiário(a),http://www.editais.ufu.br/node/3181,Estágio UFU,05/01/2016,Não Publ.
GDHS/Capacitação em Saúde,"Processo Seletivo para estágio não obrigatório - Edital 049/2015 , para alunos do curso de Grad. em Medicina da UFU, para atuação no Setor de Cirurgia do HCU/UFU",http://www.editais.ufu.br/node/3143,Estágio UFU,23/11/2015,Não Publ.
PREFE,Edital 047/2015/PREFE/DIRSU/DIPGA de estágio para estudantes de vários cursos,http://www.editais.ufu.br/node/3111,Estágio UFU,08/11/2015,Não Publ.
IP,"Edital 046/2015/Instit. de Psicologia de estágio para estudantes dos cursos Ciências da Computação, Sistemas de Informação, Administração e Psicologia",http://www.editais.ufu.br/node/3107,Estágio UFU,04/11/2015,Não Publ.
PGCS/FAMED,Edital de abertura das inscrições e do processo de seleção para ingresso ao Programa de Pós-graduação em Ciências da Saúde Turma - 2016/ano,http://www.editais.ufu.br/node/3091,Mest./Dout./Especializ.,20/10/2015,Não Publ.
PROGRAD,Edital 041/2015/PROGRAD de estágio para estudantes de Graduação em Sistemas de Informação,http://www.editais.ufu.br/node/3074,Estágio UFU,05/10/2015,Não Publ.
PPG Ecologia,Edital de seleção do Programa de Pós-Graduação em Ecologia,http://www.editais.ufu.br/node/3065,Mest./Dout./Especializ.,30/09/2015,Não Publ.
IEUFU,"Processo Seletivo para estágio Edital 040/2015/IEUFU, para estudantes de Vários Cursos",http://www.editais.ufu.br/node/3063,Estágio UFU,29/09/2015,Não Publ.
ESEBA,Edital ESEBA/UFU/039/2015 - Processo Seletivo Para Estagiário (A),http://www.editais.ufu.br/node/3047,Estágio UFU,16/09/2015,Não Publ.
EDUFU,Edital EDUFU/UFU/038/2015 - Processo Seletivo Para Estagiário,http://www.editais.ufu.br/node/3036,Estágio UFU,08/09/2015,Não Publ.
PPQUI,Edital de Seleção para Bolsa PNPD,http://www.editais.ufu.br/node/3019,Mest./Dout./Especializ.,26/08/2015,Não Publ.
CEPAE,"Processo Seletivo para estágio Edital 036/2015/CEPAE, para estudantes de vários cursos",http://www.editais.ufu.br/node/3013,Estágio UFU,20/08/2015,Não Publ.
GDHS/HC-UFU,"Processo Seletivo para estágio não obrigatório - Edital 039/2015 Credesh - HCU/UFU, para alunos do Curso Grad. em Enfermagem da UFU, para atuação no Setor Credesh do HCU/UFU",http://www.editais.ufu.br/node/3012,Estágio UFU,18/08/2015,Não Publ.
GDHS/HC-UFU,"Processo Seletivo para estágio não obrigatório - Edital 037/2015 Centro Cirúrgico - HCU/UFU, para alunos do Curso Grad. em Enfermagem da UFU, para atuação no Setor de Centro Cirúrgico do HCU/UFU",http://www.editais.ufu.br/node/3007,Estágio UFU,17/08/2015,Não Publ.
GDHS/HC-UFU,"Processo Seletivo para estágio não obrigatório - Edital 038/2015 Moléstias Infecciosas - HCU/UFU, para alunos do Curso Grad. em Enfermagem da UFU, para atuação no Setor Moléstias Infecciosas do HCU/UFU",http://www.editais.ufu.br/node/3008,Estágio UFU,17/08/2015,Não Publ.
PGPSI,Edital de seleção do Programa de Pós-Graduação em Psicologia Turma 2016,http://www.editais.ufu.br/node/2981,Mest./Dout./Especializ.,14/07/2015,Não Publ.
FAGEN,Edital de Processo Seletivo Nº 02/2015 - Pós-Graduação Lato Sensu EaD,http://www.editais.ufu.br/node/2963,Mest./Dout./Especializ.,07/07/2015,Não Publ.
IP,Edital 033/2015/FAPSI de estágio para estudantes de de Ciências da Computação e Sistemas de Informação,http://www.editais.ufu.br/node/2962,Estágio UFU,02/07/2015,Não Publ.
PPGHI,Edital de abertura de inscrições para e do processo de seleção 2015/2016 para ingresso ao Programa de Pós-Graduação em História,http://www.editais.ufu.br/node/2959,Mest./Dout./Especializ.,01/07/2015,Não Publ.
GDHS/HC-UFU,"Processo Seletivo para estágio obrigatório - Edital 035/2015 Engenharia Biomédica - HCU/UFU, para alunos do Curso Graduação em Engenharia Biomédica da UFU",http://www.editais.ufu.br/node/2949,Estágio UFU,19/06/2015,Não Publ.
PROGRAD,Edital 031/2015/PROGRAD de estágio para estudantes de Vários Cursos,http://www.editais.ufu.br/node/2944,Estágio UFU,15/06/2015,Não Publ.
INHIS,"Edital 026/2015/INHIS de Estágio para estudantes dos Cursos de Eng. Eletric, Eng Mecatr, Eng Aeronaut, Ciênc da Comput e Sist de Informação",http://www.editais.ufu.br/node/2913,Estágio UFU,19/05/2015,Não Publ.
CEAD/ILEEL,"Edital 027/2015CEAD/ILEEL de Estágio para estudantes dos Cursos de Letras, Adminstr, Ciênc Contábeis e Licenciaturas",http://www.editais.ufu.br/node/2914,Estágio UFU,19/05/2015,Não Publ.
FACED,Edital 005/2015/FACED de Estágio para estudantes de vários cursos,http://www.editais.ufu.br/node/2908,Estágio UFU,14/05/2015,Não Publ.
PPQUI,"Edital de abertura das inscrições e do Processo Seletivo 2015/2 para ingresso no Programa de Pós-Graduação em Química, níveis Mestrado e Doutorado",http://www.editais.ufu.br/node/2905,Mest./Dout./Especializ.,08/05/2015,Não Publ.
SESTA,Oportunidade de Estágio - Música // Curso de Música Brazão,http://www.editais.ufu.br/node/2895,Estágio UFU,04/05/2015,Não Publ.
PPGEB,Edital de abertura das inscrições e do processo de seleção 2015/2 para ingresso no Programa de Pós-Graduação em Engenharia Biomédica,http://www.editais.ufu.br/node/2877,Mest./Dout./Especializ.,27/04/2015,Não Publ.
CTI,"Edital de Estágio 022/2015/VICER/CTI para estudantes dos cursos de Ciênc. da Comput., Sistem. de Inform., Gest. da Inform., Engenharias e Químic. Industr.",http://www.editais.ufu.br/node/2851,Estágio UFU,14/04/2015,Não Publ.
PROGRAD,Edital 020/2015 para Estágio para estudantes de vários cursos,http://www.editais.ufu.br/node/2846,Estágio UFU,09/04/2015,Não Publ.
DIRCO,"Edital processo seletivo de estagiário (a), para atuação na DIRCO- Diretoria de Comunicação.",http://www.editais.ufu.br/node/2840,Estágio UFU,08/04/2015,Não Publ.
ESTES,Edital 017/2015 ESTES - Estágio para do curso Técnico em Análises Clínicas,http://www.editais.ufu.br/node/2809,Estágio UFU,27/03/2015,Não Publ.
GDHS/HC-UFU,"Edital 013/2015 (estágio não obrigatório), para alunos do Curso Grad. em Enfermagem da UFU, para atuação no Setor Moléstia Infecciosa do HCU",http://www.editais.ufu.br/node/2786,Estágio UFU,20/03/2015,Não Publ.
GDHS/HC-UFU,"Edital 014/2015 (estágio não obrigatório), para alunos do Curso Graduação em Enfermagem da UFU, para atuação no Setor Pronto Socorro do Hosp. de Clínicas de Uberlândia/UFU",http://www.editais.ufu.br/node/2787,Estágio UFU,20/03/2015,Não Publ.
COGEB,"Edital de abertura das inscrições e do processo de seleção 2015 para ingresso ao Programa de Pós-graduação em Genética e Bioquímica, Curso de Mestrado Acadêmico e Curso de Doutorado",http://www.editais.ufu.br/node/2780,Mest./Dout./Especializ.,19/03/2015,Não Publ.
FACIP/CTI,Edital de Estágio 010/2015/CTI/FACIP para alunos de Vários Cursos,http://www.editais.ufu.br/node/2742,Estágio UFU,27/02/2015,Não Publ.
GDHS/HC-UFU,"Edital 010/2015 (estágio obrigatório), para alunos do Curso Serviço Social - Campus Pontal Ituiutaba - da UFU , para atuação em diversos setores do Hospital de Clínicas de Uberlândia/UFU",http://www.editais.ufu.br/node/2706,Estágio UFU,04/02/2015,Não Publ.
FACIP/PROGRAD,Edital 003/2015/PROGRAD/FACIP - de Estágio para Estudantes de Vários Cursos,http://www.editais.ufu.br/node/2679,Estágio UFU,26/01/2015,Não Publ.
ESTES,Edital 002/2015/ESTES - Estágio para estudantes do Curso Técnico em Análises Clínicas,http://www.editais.ufu.br/node/2673,Estágio UFU,25/01/2015,Não Publ.
PPLET/ILEEL,"Edital 002/2015 - Seleção Turma 2015/1 para o ingresso ao Programa de Pós-graduação em Letras, Curso de Doutorado",http://www.editais.ufu.br/node/2663,Mest./Dout./Especializ.,21/01/2015,Não Publ.
PPQUI/IQUFU,Processo Seletivo 2015/1 para ingresso no Programa de Pós-Graduação em Química - Mestrado e Doutorado,http://www.editais.ufu.br/node/2615,Mest./Dout./Especializ.,04/01/2015,Não Publ.
PROGRAD,Edital 066/2014/UFU/PROGRAD - Processo Seletivo para Estagiário(a),http://www.editais.ufu.br/node/2610,Estágio UFU,22/12/2014,Não Publ.
DIRSU/ DIPGA,Edital UFU/ PREFE/ DIRSU/ DIPGA/ 065/ 2014 de Estágio para alunos de vários cursos,http://www.editais.ufu.br/node/2582,Estágio UFU,07/12/2014,Não Publ.
PREFE/ DIRSU,Processo seletivo para estagiário - vários cursos,http://www.editais.ufu.br/node/2580,Estágio UFU,04/12/2014,Não Publ.
FAMED,Edital 061/2014/FAMED de Estágio para estudantes de Vários Cursos,http://www.editais.ufu.br/node/2543,Estágio UFU,17/11/2014,Não Publ.
PPCSA/FAMED,Edital de abertura das inscrições e do processo de seleção 2015 para ingresso no Programa de Pós Graduação em Ciências da Saúde,http://www.editais.ufu.br/node/2516,Mest./Dout./Especializ.,30/10/2014,Não Publ.
editais@proex.ufu.br,Processo Seletivo Para Bolsista De Extensão - Curso De Especialização Em Política De Igualdade Racial No Ambiente,http://www.editais.ufu.br/node/2509,Mest./Dout./Especializ.,27/10/2014,Não Publ.
PROEX,I Curso de Especialização em Política de Igualdade Racial no Ambiente Escolar” (Modalidade Semipresencial),http://www.editais.ufu.br/node/2497,Mest./Dout./Especializ.,19/10/2014,Não Publ.
ESEBA,Estágio para estudantes dos cursos de Psicologia e Licenciaturas,http://www.editais.ufu.br/node/2488,Estágio UFU,16/10/2014,Não Publ.
PROEX,Edital 047/PROEX/UFU/2014 Curso de Especialização em Direitos Humanos para Educadores do Ensino Fundamental e Médio,http://www.editais.ufu.br/node/2480,Mest./Dout./Especializ.,10/10/2014,Não Publ.
GDHS/HC-UFU,"Edital 050/2014 (estágio não obrigatório), para alunos da UFU do curso de Graduação em Psicologia . Atuação no setor Gestão de Desenvolvimento Humano em Saúde / GDHS HCU-UFU",http://www.editais.ufu.br/node/2464,Estágio UFU,08/10/2014,Não Publ.
GDHS/HC-UFU,"Edital 048/2014 (estágio não obrigatório), para alunos da UFU do curso de Grad. em Enfermagem para atuação no setor Enfermaria Ginecologia e Obstetrícia do HCU-UFU",http://www.editais.ufu.br/node/2462,Estágio UFU,07/10/2014,Não Publ.
CEAD/FAMAT,Edital 054/2014/CEAD/FAMAT de estágio para alunos de vários cursos,http://www.editais.ufu.br/node/2463,Estágio UFU,07/10/2014,Não Publ.
CTI,"Edital 052/VICER/CTI/ UFU/2014 de Estágio para estudantes de Ciênc. da Comput., Sist. de Inform., Gestão da Inform. e todas as Engenharias",http://www.editais.ufu.br/node/2456,Estágio UFU,06/10/2014,Não Publ.
INHIS,Edital 053/2014 de Estágio para Estudantes de vários cursos,http://www.editais.ufu.br/node/2457,Estágio UFU,06/10/2014,Não Publ.
GDHS/HC-UFU,"Edital 043/2014 (estágio não obrigatório), para alunos da UFU do curso de Administração ou Ciências Contábeis para atuação na Divisão de Processamento de Despesas -FAEPU",http://www.editais.ufu.br/node/2454,Estágio UFU,02/10/2014,Não Publ.
ESEBA,"Edital de Estágio 051/2014/ESEBA - para alunos de Licenciat. em Matemática, Fisica e Pedagogia",http://www.editais.ufu.br/node/2446,Estágio UFU,25/09/2014,Não Publ.
COIPA,Edital do Programa de Pós-graduação em Imunologia e Parasitologia Aplicadas-PPIPA para ingresso em 2015/1,http://www.editais.ufu.br/node/2435,Mest./Dout./Especializ.,17/09/2014,Não Publ.
PROGRAD/DIRPS,Edital de Estágio 050/2014/UFU/PROGRAD para Alunos da UFU de vários Cursos,http://www.editais.ufu.br/node/2434,Estágio UFU,16/09/2014,Não Publ.
PPGEB,Edital de abertura das inscrições e do processo de seleção 2015/1 para ingresso no Programa de Pós-Graduação em Engenharia Biomédica,http://www.editais.ufu.br/node/2432,Mest./Dout./Especializ.,15/09/2014,Não Publ.
PPGBV,Edital de abertura das inscrições e do processo de seleção 2015/1 para ingresso no Programa de Pós-graduação em Biologia Vegetal – Curso Mestrado Acadêmico,http://www.editais.ufu.br/node/2429,Mest./Dout./Especializ.,10/09/2014,Não Publ.
EDUFU,Edital de Estágio 048/2014 para Alunos da UFU de vários da área de Humanas,http://www.editais.ufu.br/node/2408,Estágio UFU,26/08/2014,Não Publ.
GDHS/HC-UFU,"Edital de Estágio 038/2014 (estágio não obrigatório), para alunos da UFU do curso de Graduação em Engenharia Civil, para atuação no setor de Gerência da Bioengenharia do HCU-UFU",http://www.editais.ufu.br/node/2390,Estágio UFU,19/08/2014,Não Publ.
CLAA PET,Processo Seletivo de Tutor para o Grupo PET do Curso de Ciências Econômicas (PET Economia),http://www.editais.ufu.br/node/2367,Programa PET,04/08/2014,Não Publ.
GDHS/HC-UFU,Edital 037/2014 de Estágio para alunos do curso Graduação Engenharia Biomédica para atuação em diversos setores do Hospital de Clínicas /UFU,http://www.editais.ufu.br/node/2364,Estágio UFU,31/07/2014,Não Publ.
CEPAE/FACED,Edital para Estagiário 046/2014/FACED/CEPAE para alunos de vários cursos para atuação no CEPAE,http://www.editais.ufu.br/node/2360,Estágio UFU,29/07/2014,Não Publ.
ESTES,Edital para Estagiário 044/2014/ESTES para alunos de vários cursos para atuação na Escola Técn. de Saúde,http://www.editais.ufu.br/node/2354,Estágio UFU,25/07/2014,Não Publ.
IFILO,Edital para Estagiário 040/2014/IFILO para estudantes de Graduação ou Mestrado em Filosofia,http://www.editais.ufu.br/node/2315,Estágio UFU,11/07/2014,Não Publ.
PPGBV,Edital para Processo Seletivo no Programa de Pós-graduação em Biologia Vegetal - Mestrado Acadêmico,http://www.editais.ufu.br/node/2312,Mest./Dout./Especializ.,04/07/2014,Não Publ.
PPGBC,"Edital de abertura das inscrições e do processo seletivo para ingresso em 2014/2 do Programa de Pós Graduação em Biologia Celular e Estrutural Aplicadas, Curso de Mestrado Acadêmico",http://www.editais.ufu.br/node/2291,Mest./Dout./Especializ.,16/06/2014,Não Publ.
COIPA,Edital de seleção 001/2014 do programa de Pós-graduação em Imunologia e Parasitologia Aplicadas para ingresso em 2014/2,http://www.editais.ufu.br/node/2283,Mest./Dout./Especializ.,09/06/2014,Não Publ.
CEAD,Edital para Estagiário para estudantes do curso de Comunicação Social- Jornalismo,http://www.editais.ufu.br/node/2271,Estágio UFU,04/06/2014,Não Publ.
ILEEL/CEAD,"Edital para Estagiário - Computação, Relações Internacionais, Administração, Ciênc. Contáveis e Economia",http://www.editais.ufu.br/node/2258,Estágio UFU,30/05/2014,Não Publ.
DIRIE/PREFE,Estágio na Diretoria de Infraestrutura da UFU - Engenharia Civil e Ciência da Computação.,http://www.editais.ufu.br/node/2253,Estágio UFU,28/05/2014,Não Publ.
PROEX/ DICULT,Edital 028/2014 - UFU/PROEX/DICULT - Seleção de Monitores - Festival de Teatro de Animção do Triang. Mineiro,http://www.editais.ufu.br/node/2249,Monitoria,27/05/2014,Não Publ.
GDHS/HC-UFU,Edital para Estagiário para atuação no Setor Gestão de Projetos do Hospital de Clínicas,http://www.editais.ufu.br/node/2227,Estágio UFU,20/05/2014,Não Publ.
PPGEC,Edital de abertura de inscrições e do processo de seleção 2014/2 para ingresso ao Programa de Pós‐graduação em Engenharia Civil,http://www.editais.ufu.br/node/2231,Mest./Dout./Especializ.,20/05/2014,Não Publ.
ESTES,Edital ESTES/UFU/031/2014 - Processo Seletivo para Estagiário(a),http://www.editais.ufu.br/node/2223,Estágio UFU,19/05/2014,Não Publ.
INHIS/PPGHI,Edital INHIS/PPGHI/ 001/2014 - Processo Seletivo para Seleção de Mestrado e Doutorado para ingresso no primeiro semestre de 2015 - Pós-Graduação em História,http://www.editais.ufu.br/node/2224,Mest./Dout./Especializ.,19/05/2014,Não Publ.
PREFE/DIRIE,Edital UFU/PREFE/DIRIE 030/2014 - Processo Seletivo de Estagiários do Curso de Arquitetura e Urbanismo,http://www.editais.ufu.br/node/2216,Estágio UFU,12/05/2014,Não Publ.
PPGEB,Edital de abertura das inscrições e do processo de seleção 2014/2 para ingresso no Programa de Pós-Graduação em Engenharia Biomédica,http://www.editais.ufu.br/node/2212,Mest./Dout./Especializ.,08/05/2014,Não Publ.
CEAD/ILEEL,Edital UFU/CEAD/ILEEL/028/ 2014 - de Estágio para vários cursos,http://www.editais.ufu.br/node/2202,Estágio UFU,30/04/2014,Não Publ.
GDHS/HC-UFU,"Edital 14/2014 de Estagiário Gestão de Processos GDHS/HCU/UFU - Para alunos da Graduação em Administração, Química, Ciências Biológicas ou Gestão em Saúde Ambiental.",http://www.editais.ufu.br/node/2165,Estágio UFU,14/04/2014,Não Publ.
CEad/FAMAT,Edital UFU/CEad/FAMAT/021/ 2014 - de Estágio para vários cursos,http://www.editais.ufu.br/node/2136,Estágio UFU,03/04/2014,Não Publ.
FACOM,Edital UFU/FACOM/020/ 2014 - de Estágio de vários cursos,http://www.editais.ufu.br/node/2116,Estágio UFU,26/03/2014,Não Publ.
PPGAU,Edital do Programa de Pós-Graduação em Arquitetura e Urbanismo - Mestrado Acadêmico,http://www.editais.ufu.br/node/2093,Mest./Dout./Especializ.,17/03/2014,Não Publ.
CTI,"Edital UFU/CTI/017/ 2014 - de Estágio para alunos de Computação, Engenharias e Comunicação Social",http://www.editais.ufu.br/node/2092,Estágio UFU,13/03/2014,Não Publ.
PREFE,Edital UFU/PREFE/015/ 2014 - de Estágio para alunos de Eng. Elétr.,http://www.editais.ufu.br/node/2072,Estágio UFU,25/02/2014,Não Publ.
FACED,Edital UFU/ESTES/011/ 2014 - de Estágio para alunos de Vários Cursos,http://www.editais.ufu.br/node/2048,Estágio UFU,12/02/2014,Não Publ.
CTI,"Edital de Estágio - UFU/CTI/010/2014 - alunos de Ciênc. Comput, Sist. Inform., Gest. Inform. e Engenharias",http://www.editais.ufu.br/node/2037,Estágio UFU,10/02/2014,Não Publ.
ICBIM,Edital UFU/DIROB/007/ 2014 - de Estágio para alunos de Eng. Civil e Ciênc. da Comput.,http://www.editais.ufu.br/node/2024,Estágio UFU,06/02/2014,Não Publ.
ICBIM,Edital UFU/ICBIM/006/ 2014 - de Estágio para alunos de Vários Cursos,http://www.editais.ufu.br/node/2017,Estágio UFU,05/02/2014,Não Publ.
IFILO,Edital UFU/IFILO/005/ 2014 - de Estágio para alunos de Grad. em Filosofia,http://www.editais.ufu.br/node/2000,Estágio UFU,23/01/2014,Não Publ.
NTA,Edital UFU/DIRQS/003/ 2014 - de Estágio para alunos de Eng. Bioméd. ou Elétrica,http://www.editais.ufu.br/node/1988,Estágio UFU,15/01/2014,Não Publ.
GDHS,Estagiário GDHS-Gestão de Projetos HCU/UFU,http://www.editais.ufu.br/node/1966,Estágio UFU,05/01/2014,Não Publ.
GDHS,Estagiário GDHS - Setor Arquitetura Hospitalar HCU/UFU,http://www.editais.ufu.br/node/1967,Estágio UFU,05/01/2014,Não Publ.
ILEEL/CEAD,Edital UFU/ ILEEL-CEAD/ 058/ 2013 - de Estágio para alunos de vários Cursos.,http://www.editais.ufu.br/node/1946,Estágio UFU,16/12/2013,Não Publ.
PROGRAD,Edital UFU/PROGRAD/ 057/ 2013 - de Estágio para alunos de vários Cursos,http://www.editais.ufu.br/node/1929,Estágio UFU,05/12/2013,Não Publ.
PROPP,Edital UFU/PROPP/ 056/ 2013 - de Estágio para alunos de vários Cursos,http://www.editais.ufu.br/node/1927,Estágio UFU,04/12/2013,Não Publ.
PPGEC,Edital de abertura de inscrições e do processo de seleção 2014/1 para ingresso ao Programa de Pós-graduação em Engenharia Civil,http://www.editais.ufu.br/node/1913,Mest./Dout./Especializ.,27/11/2013,Não Publ.
DIRSU/PREFE,"Edital UFU/ DIRSU / 55/ 2013 - Processo Seletivo para Estagiário(a), para estudantes de vários cursos",http://www.editais.ufu.br/node/1911,Estágio UFU,25/11/2013,Não Publ.
CPGFISICA,Edital de Abertura das Inscrições e do Processo de seleção 2014/1 para o ingresso ao Programa de Pós-graduação em Física,http://www.editais.ufu.br/node/1906,Mest./Dout./Especializ.,24/11/2013,Não Publ.
ESTES,Edital UFU/ ESTES/ 053/ 2013 de Estágio - para alunos de Vários Cursos,http://www.editais.ufu.br/node/1899,Estágio UFU,20/11/2013,Não Publ.
ICIAG,Processo seletivo de Mestrado Acadêmico em Meio Ambiente e Qualidade Ambiental,http://www.editais.ufu.br/node/1894,Mest./Dout./Especializ.,19/11/2013,Não Publ.
GDHS/HC-UFU,Estágio GDHS/HC-UFU para alunos :do Curso Graduação em Física Médica,http://www.editais.ufu.br/node/1883,Estágio UFU,11/11/2013,Não Publ.
CEAD,Edital de Estágio - 051/2013 CEAD/UFU - para alunos de Jornalismo e Pedagogia,http://www.editais.ufu.br/node/1878,Estágio UFU,05/11/2013,Não Publ.
FAGEN,"Edital de Estágio - 049/2013 -UFU - para alunos do Curso de Administr, Gestão da Inform. e Adm. Pública",http://www.editais.ufu.br/node/1868,Estágio UFU,03/11/2013,Não Publ.
ICIAG,Edital de Estágio - ICIAG para alunos de Agronomia,http://www.editais.ufu.br/node/1862,Estágio UFU,30/10/2013,Não Publ.
PPGBC/ICBIM,"Processo seletivo para ingresso em 2014/1 do Programa de Pós Graduação em Biologia Celular e Estrutural Aplicadas, Curso de Mestrado Acadêmico",http://www.editais.ufu.br/node/1863,Mest./Dout./Especializ.,30/10/2013,Não Publ.
GDHS/HC-UFU,Edital de Estágio -GDHS/HC-UFU para alunos de Enfermagem,http://www.editais.ufu.br/node/1855,Estágio UFU,29/10/2013,Não Publ.
FAMEV,"Edital UFU/ FAMEV/ 037/ 2013 - Processo Seletivo para Estagiário(a) - para alunos de Administração, Licenciaturas e Medic. Veterinária",http://www.editais.ufu.br/node/1647,Estágio UFU,20/10/2013,Não Publ.
FAMED,"Processo Seletivo para ingresso no Programa de Pós-graduação em Ciência da Saúde - Mestrado Acadêmico, Profissional e Doutorado",http://www.editais.ufu.br/node/1825,Mest./Dout./Especializ.,18/10/2013,Não Publ.
DIRQS,Processo Seletivo para Estagiário - 048/2013 - Psicologia à partir do 7º Período,http://www.editais.ufu.br/node/1821,Estágio UFU,17/10/2013,Não Publ.
ESEBA,Processo Seletivo para Estagiário 047/2013,http://www.editais.ufu.br/node/1809,Estágio UFU,14/10/2013,Não Publ.
NEAB,"Edital de Monitoria - IX Seminário de Racismoo e Educação e VIII Seminário de Gênero, Raça e Etnia",http://www.editais.ufu.br/node/1807,Monitoria,11/10/2013,Não Publ.
PGLetras/ILEEL,Edital do Processo Seletivo de Seleção Turma 2014-1 do Programa de Pós-graduação em Letras,http://www.editais.ufu.br/node/1789,Mest./Dout./Especializ.,07/10/2013,Não Publ.
COPEL/FEELT,Processo de Seleção 2014/1 para Ingresso no Programa de Pós-Graduação em Engenharia Elétrica.,http://www.editais.ufu.br/node/1777,Mest./Dout./Especializ.,03/10/2013,Não Publ.
PPGCO,Processo Seletivo 2014/1 para ingresso no Programa de Pós-graduação em Ciência da Computação,http://www.editais.ufu.br/node/1776,Mest./Dout./Especializ.,02/10/2013,Não Publ.
PPGECO/IB,Seleção de alunos para o Programa de Pós-Graduação em Ecologia e Conservação de Recursos Naturais – Turma 1º semestre de 2014,http://www.editais.ufu.br/node/1771,Mest./Dout./Especializ.,30/09/2013,Não Publ.
PPGEB,Edital de abertura das inscrições e do processo de seleção 2014/1 para ingresso no Programa de Pós-Graduação em Engenharia Biomédica,http://www.editais.ufu.br/node/1735,Mest./Dout./Especializ.,16/09/2013,Não Publ.
GDHS/HC-UFU,Edital de Estagiário Graduação Educação Física para atuação na GDHS - 048/2013,http://www.editais.ufu.br/node/1729,Estágio UFU,13/09/2013,Não Publ.
INBIO/PPGBV,Processo de seleção 2014/1 para ingresso no Programa de Pós-Graduação em Biologia Vegetal - Mestrado Acadêmico,http://www.editais.ufu.br/node/1723,Mest./Dout./Especializ.,10/09/2013,Não Publ.
FACIC,Edital para Proc. Seletivo p/ Estagiário - FACIC/UFU - para estudantes de Ciênc. Contábeis,http://www.editais.ufu.br/node/1675,Estágio UFU,27/08/2013,Não Publ.
FACED/PGLS,Edital FACED - II Curso de Especialização em Docência na Diversidade para a Educação Básica,http://www.editais.ufu.br/node/1674,Mest./Dout./Especializ.,26/08/2013,Não Publ.
PPHIS,Edital de abertura das inscrições e do processo de seleção 2014/1 para ingresso ao Programa de Pós-graduação em História,http://www.editais.ufu.br/node/1659,Mest./Dout./Especializ.,19/08/2013,Não Publ.
PROEX/ DICULT,Edital para Proc. Seletivo p/ Estagiário - DICULT/PROEX-UFU - para estudantes de Vários Cursos,http://www.editais.ufu.br/node/1657,Estágio UFU,14/08/2013,Não Publ.
CTI/UFU,EDITAL UFU/ VICER/ CTI/ 039/ 2013 - Processo Seletivo para Estagiário(a),http://www.editais.ufu.br/node/1654,Estágio UFU,12/08/2013,Não Publ.
